Country,Year,Month,Date,Brand,Model,Storage Variant,Price Segment,Generation,Colour,Currency,Price,Monthly Cost (24 Months)
FR,2023,Dec,12/1/2023,Apple,i15 Pro,512 GB,Premium Segment,N,Black Titanium,€,1609,
FR,2023,Dec,12/1/2023,Apple,i15 Pro,1 TB,Premium Segment,N,Natural Titanium,€,1859,
FR,2023,Dec,12/1/2023,Apple,i15 Pro,1 TB,Premium Segment,N,Blue Titanium,€,1859,
FR,2023,Dec,12/1/2023,Apple,i15 Pro,1 TB,Premium Segment,N,White Titanium,€,1859,
FR,2023,Dec,12/1/2023,Apple,i15 Pro,1 TB,Premium Segment,N,Black Titanium,€,1859,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,256 GB,Ultra Premium Segment,N,Natural Titanium,€,1479,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,256 GB,Ultra Premium Segment,N,Blue Titanium,€,1479,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,256 GB,Ultra Premium Segment,N,White Titanium,€,1479,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,256 GB,Ultra Premium Segment,N,Black Titanium,€,1479,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,512 GB,Ultra Premium Segment,N,Natural Titanium,€,1729,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,512 GB,Ultra Premium Segment,N,Blue Titanium,€,1729,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,512 GB,Ultra Premium Segment,N,White Titanium,€,1729,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,512 GB,Ultra Premium Segment,N,Black Titanium,€,1729,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,1 TB,Ultra Premium Segment,N,Natural Titanium,€,1979,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,1 TB,Ultra Premium Segment,N,Blue Titanium,€,1979,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,1 TB,Ultra Premium Segment,N,White Titanium,€,1979,
FR,2023,Dec,12/1/2023,Apple,i15 Pro Max,1 TB,Ultra Premium Segment,N,Black Titanium,€,1979,
FR,2023,Dec,12/1/2023,Apple,i14,128 GB,Mid Segment,N-1,Blue,€,869,
FR,2023,Dec,12/1/2023,Apple,i14,128 GB,Mid Segment,N-1,Purple,€,869,
FR,2023,Dec,12/1/2023,Apple,i14,128 GB,Mid Segment,N-1,Yellow,€,869,
FR,2023,Dec,12/1/2023,Apple,i14,128 GB,Mid Segment,N-1,Midnight,€,869,
FR,2023,Dec,12/1/2023,Apple,i14,128 GB,Mid Segment,N-1,Starlight,€,869,
FR,2023,Dec,12/1/2023,Apple,i14,128 GB,Mid Segment,N-1,(PRODUCT)RED,€,869,
FR,2023,Dec,12/1/2023,Apple,i14,256 GB,Mid Segment,N-1,Blue,€,999,
FR,2023,Dec,12/1/2023,Apple,i14,256 GB,Mid Segment,N-1,Purple,€,999,
FR,2023,Dec,12/1/2023,Apple,i14,256 GB,Mid Segment,N-1,Yellow,€,999,
FR,2023,Dec,12/1/2023,Apple,i14,256 GB,Mid Segment,N-1,Midnight,€,999,
FR,2023,Dec,12/1/2023,Apple,i14,256 GB,Mid Segment,N-1,Starlight,€,999,
FR,2023,Dec,12/1/2023,Apple,i14,256 GB,Mid Segment,N-1,(PRODUCT)RED,€,999,
FR,2023,Dec,12/1/2023,Apple,i14,512 GB,Mid Segment,N-1,Blue,€,1249,
FR,2023,Dec,12/1/2023,Apple,i14,512 GB,Mid Segment,N-1,Purple,€,1249,
FR,2023,Dec,12/1/2023,Apple,i14,512 GB,Mid Segment,N-1,Yellow,€,1249,
FR,2023,Dec,12/1/2023,Apple,i14,512 GB,Mid Segment,N-1,Midnight,€,1249,
FR,2023,Dec,12/1/2023,Apple,i14,512 GB,Mid Segment,N-1,Starlight,€,1249,
FR,2023,Dec,12/1/2023,Apple,i14,512 GB,Mid Segment,N-1,(PRODUCT)RED,€,1249,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,128 GB,Mid Segment,N-1,Blue,€,969,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,128 GB,Mid Segment,N-1,Purple,€,969,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,128 GB,Mid Segment,N-1,Yellow,€,969,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,128 GB,Mid Segment,N-1,Midnight,€,969,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,128 GB,Mid Segment,N-1,Starlight,€,969,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,128 GB,Mid Segment,N-1,(PRODUCT)RED,€,969,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,256 GB,Mid Segment,N-1,Blue,€,1099,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,256 GB,Mid Segment,N-1,Purple,€,1099,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,256 GB,Mid Segment,N-1,Yellow,€,1099,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,256 GB,Mid Segment,N-1,Midnight,€,1099,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,256 GB,Mid Segment,N-1,Starlight,€,1099,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,256 GB,Mid Segment,N-1,(PRODUCT)RED,€,1099,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,512 GB,Mid Segment,N-1,Blue,€,1349,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,512 GB,Mid Segment,N-1,Purple,€,1349,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,512 GB,Mid Segment,N-1,Yellow,€,1349,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,512 GB,Mid Segment,N-1,Midnight,€,1349,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,512 GB,Mid Segment,N-1,Starlight,€,1349,
FR,2023,Dec,12/1/2023,Apple,i14 Plus,512 GB,Mid Segment,N-1,(PRODUCT)RED,€,1349,
FR,2023,Dec,12/1/2023,Apple,i13,128 GB,Mid Segment,N-2,Blue,€,749,
FR,2023,Dec,12/1/2023,Apple,i13,128 GB,Mid Segment,N-2,Pink,€,749,
FR,2023,Dec,12/1/2023,Apple,i13,128 GB,Mid Segment,N-2,Midnight,€,749,
FR,2023,Dec,12/1/2023,Apple,i13,128 GB,Mid Segment,N-2,Starlight,€,749,
FR,2023,Dec,12/1/2023,Apple,i13,128 GB,Mid Segment,N-2,Green,€,749,
FR,2023,Dec,12/1/2023,Apple,i13,128 GB,Mid Segment,N-2,(PRODUCT)RED,€,749,
FR,2023,Dec,12/1/2023,Apple,i13,256 GB,Mid Segment,N-2,Blue,€,879,
FR,2023,Dec,12/1/2023,Apple,i13,256 GB,Mid Segment,N-2,Pink,€,879,
FR,2023,Dec,12/1/2023,Apple,i13,256 GB,Mid Segment,N-2,Midnight,€,879,
FR,2023,Dec,12/1/2023,Apple,i13,256 GB,Mid Segment,N-2,Starlight,€,879,
FR,2023,Dec,12/1/2023,Apple,i13,256 GB,Mid Segment,N-2,Green,€,879,
FR,2023,Dec,12/1/2023,Apple,i13,256 GB,Mid Segment,N-2,(PRODUCT)RED,€,879,
FR,2023,Dec,12/1/2023,Apple,i13,512 GB,Mid Segment,N-2,Blue,€,1129,
FR,2023,Dec,12/1/2023,Apple,i13,512 GB,Mid Segment,N-2,Pink,€,1129,
FR,2023,Dec,12/1/2023,Apple,i13,512 GB,Mid Segment,N-2,Midnight,€,1129,
FR,2023,Dec,12/1/2023,Apple,i13,512 GB,Mid Segment,N-2,Starlight,€,1129,
FR,2023,Dec,12/1/2023,Apple,i13,512 GB,Mid Segment,N-2,Green,€,1129,
FR,2023,Dec,12/1/2023,Apple,i13,512 GB,Mid Segment,N-2,(PRODUCT)RED,€,1129,
FR,2023,Dec,12/1/2023,Samsung,S23,128 GB,Mid Segment,N,Cream,€,959,
FR,2023,Dec,12/1/2023,Samsung,S23,128 GB,Mid Segment,N,Black,€,959,
FR,2023,Dec,12/1/2023,Samsung,S23,128 GB,Mid Segment,N,Green,€,959,
FR,2023,Dec,12/1/2023,Samsung,S23,128 GB,Mid Segment,N,Lavender,€,959,
FR,2023,Dec,12/1/2023,Samsung,S23,256 GB,Mid Segment,N,Cream,€,1019,
FR,2023,Dec,12/1/2023,Samsung,S23,256 GB,Mid Segment,N,Black,€,1019,
FR,2023,Dec,12/1/2023,Samsung,S23,256 GB,Mid Segment,N,Green,€,1019,
FR,2023,Dec,12/1/2023,Samsung,S23,256 GB,Mid Segment,N,Lavender,€,1019,
FR,2023,Dec,12/1/2023,Samsung,S23+,256 GB,Premium Segment,N,Cream,€,1219,
FR,2023,Dec,12/1/2023,Samsung,S23+,256 GB,Premium Segment,N,Black,€,1219,
FR,2023,Dec,12/1/2023,Samsung,S23+,256 GB,Premium Segment,N,Green,€,1219,
FR,2023,Dec,12/1/2023,Samsung,S23+,256 GB,Premium Segment,N,Lavender,€,1219,
FR,2023,Dec,12/1/2023,Samsung,S23+,512 GB,Premium Segment,N,Cream,€,1339,
FR,2023,Dec,12/1/2023,Samsung,S23+,512 GB,Premium Segment,N,Black,€,1339,
FR,2023,Dec,12/1/2023,Samsung,S23+,512 GB,Premium Segment,N,Green,€,1339,
FR,2023,Dec,12/1/2023,Samsung,S23+,512 GB,Premium Segment,N,Lavender,€,1339,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Graphite,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Sky Blue,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Lime,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Red,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Green,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Black,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Lavender,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,256 GB,Ultra Premium Segment,N,Cream,€,1419,
FR,2023,Dec,12/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Graphite,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Sky Blue,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Lime,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Red,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Green,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Black,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Lavender,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,512 GB,Ultra Premium Segment,N,Cream,€,1599,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Graphite,€,1839,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Sky Blue,€,1839,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Lime,€,1839,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Red,€,1839,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Green,€,1839,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Black,€,1839,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Lavender,€,1839,
FR,2023,Dec,11/1/2023,Samsung,S23 Ultra,1 TB,Ultra Premium Segment,N,Cream,€,1839,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Mint,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Graphite,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Lavender,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Cream,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Yellow,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Grey,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Blue,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Green,€,1199,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Mint,€,1339,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Graphite,€,1339,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Lavender,€,1339,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Cream,€,1339,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Yellow,€,1339,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Grey,€,1339,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Blue,€,1339,
FR,2023,Dec,11/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Green,€,1339,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Icy Blue,€,1899,79.13
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Phantom Black,€,1899,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Cream,€,1899,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Grey,€,1899,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Blue,€,1899,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Icy Blue,€,2039,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Phantom Black,€,2039,79.13
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Cream,€,2039,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Grey,€,2039,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Blue,€,2039,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Icy Blue,€,2279,84.96
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Phantom Black,€,2279,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Cream,€,2279,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Grey,€,2279,
FR,2023,Dec,10/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Blue,€,2279,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Mint,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Graphite,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Lavender,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Cream,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Yellow,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Grey,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Blue,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Green,€,1199,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Mint,€,1339,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Graphite,€,1339,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Lavender,€,1339,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Cream,€,1339,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Yellow,€,1339,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Grey,€,1339,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Blue,€,1339,
FR,2023,Nov,10/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Green,€,1339,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Icy Blue,€,1899,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Phantom Black,€,1899,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Cream,€,1899,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Grey,€,1899,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Blue,€,1899,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Icy Blue,€,2039,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Phantom Black,€,2039,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Cream,€,2039,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Grey,€,2039,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Blue,€,2039,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Icy Blue,€,2279,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Phantom Black,€,2279,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Cream,€,2279,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Grey,€,2279,
FR,2023,Nov,9/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Blue,€,2279,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Mint,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Graphite,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Lavender,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Cream,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Yellow,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Grey,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Blue,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Green,€,1199,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Mint,€,1339,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Graphite,€,1339,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Lavender,€,1339,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Cream,€,1339,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Yellow,€,1339,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Grey,€,1339,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Blue,€,1339,
FR,2023,Oct,9/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Green,€,1339,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Icy Blue,€,1899,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Phantom Black,€,1899,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Cream,€,1899,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Grey,€,1899,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,256 GB,Ultra Premium Segment,N,Blue,€,1899,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Icy Blue,€,2039,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Phantom Black,€,2039,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Cream,€,2039,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Grey,€,2039,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,512 GB,Ultra Premium Segment,N,Blue,€,2039,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Icy Blue,€,2279,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Phantom Black,€,2279,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Cream,€,2279,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Grey,€,2279,
FR,2023,Oct,8/1/2023,Samsung,Z Fold5,1 TB,Ultra Premium Segment,N,Blue,€,2279,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Mint,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Graphite,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Lavender,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Cream,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Yellow,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Grey,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Blue,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,256 GB,Premium Segment,N,Green,€,1199,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Mint,€,1339,
FR,2023,Sep,8/1/2023,Samsung,Z Flip5,512 GB,Premium Segment,N,Graphite,€,1339,
